lat,lon,elevation,time
55.739888000,13.213487000,62.8,2016-07-21T15:17:33Z
55.739917000,13.213637000,62.9,2016-07-21T15:17:37Z
55.739942000,13.213779000,63.0,2016-07-21T15:17:40Z
55.739971000,13.213956000,63.0,2016-07-21T15:17:44Z
55.739970000,13.214101000,63.0,2016-07-21T15:17:47Z
55.739951000,13.214265000,63.0,2016-07-21T15:17:50Z
55.739987000,13.214396000,63.0,2016-07-21T15:17:55Z
55.739992000,13.214545000,63.0,2016-07-21T15:17:58Z
55.739999000,13.214699000,63.0,2016-07-21T15:18:01Z
55.740019000,13.214861000,63.0,2016-07-21T15:18:05Z
55.740041000,13.215033000,63.0,2016-07-21T15:18:09Z
55.740047000,13.215177000,63.0,2016-07-21T15:18:13Z
55.740058000,13.215334000,63.0,2016-07-21T15:18:19Z
55.740084000,13.215477000,63.0,2016-07-21T15:18:25Z
55.740116000,13.215622000,62.9,2016-07-21T15:18:30Z
55.740158000,13.215798000,62.8,2016-07-21T15:18:34Z
55.740166000,13.215942000,62.7,2016-07-21T15:18:37Z
55.740175000,13.216097000,62.6,2016-07-21T15:18:41Z
55.740193000,13.216276000,62.5,2016-07-21T15:18:45Z
55.740213000,13.216436000,62.5,2016-07-21T15:18:49Z
55.740231000,13.216605000,62.5,2016-07-21T15:18:53Z
55.740245000,13.216775000,62.5,2016-07-21T15:18:57Z
55.740266000,13.216928000,62.5,2016-07-21T15:19:01Z
55.740261000,13.217082000,62.5,2016-07-21T15:19:04Z
55.740281000,13.217234000,62.6,2016-07-21T15:19:08Z
55.740278000,13.217380000,62.8,2016-07-21T15:19:11Z
55.740302000,13.217555000,63.0,2016-07-21T15:19:15Z
55.740312000,13.217717000,63.2,2016-07-21T15:19:19Z
55.740330000,13.217894000,63.4,2016-07-21T15:19:23Z
55.740342000,13.218037000,63.5,2016-07-21T15:19:26Z
55.740360000,13.218187000,63.5,2016-07-21T15:19:30Z
55.740376000,13.218349000,63.5,2016-07-21T15:19:34Z
55.740399000,13.218504000,63.5,2016-07-21T15:19:38Z
55.740412000,13.218694000,63.5,2016-07-21T15:19:42Z
55.740445000,13.218881000,63.5,2016-07-21T15:19:57Z
55.740465000,13.219058000,63.5,2016-07-21T15:20:01Z
55.740491000,13.219298000,63.5,2016-07-21T15:20:06Z
55.740496000,13.219475000,63.5,2016-07-21T15:20:10Z
55.740491000,13.219625000,63.5,2016-07-21T15:20:13Z
55.740482000,13.219802000,63.5,2016-07-21T15:20:17Z
55.740414000,13.219952000,63.5,2016-07-21T15:20:22Z
55.740335000,13.220052000,63.6,2016-07-21T15:20:27Z
55.740240000,13.220156000,63.7,2016-07-21T15:20:31Z
55.740162000,13.220255000,63.8,2016-07-21T15:20:35Z
55.740091000,13.220330000,63.9,2016-07-21T15:20:38Z
55.740019000,13.220408000,64.0,2016-07-21T15:20:42Z
55.739947000,13.220478000,63.9,2016-07-21T15:20:50Z
55.739877000,13.220568000,63.8,2016-07-21T15:20:55Z
55.739800000,13.220636000,63.7,2016-07-21T15:21:00Z
55.739720000,13.220718000,63.6,2016-07-21T15:21:04Z
55.739645000,13.220790000,63.5,2016-07-21T15:21:09Z
55.739578000,13.220881000,63.5,2016-07-21T15:21:15Z
55.739504000,13.220942000,63.5,2016-07-21T15:21:21Z
55.739423000,13.221024000,63.5,2016-07-21T15:21:27Z
55.739346000,13.221095000,63.5,2016-07-21T15:21:34Z
55.739271000,13.221155000,63.5,2016-07-21T15:21:40Z
55.739198000,13.221232000,63.4,2016-07-21T15:21:47Z
55.739123000,13.221323000,63.4,2016-07-21T15:21:53Z
55.739033000,13.221421000,63.4,2016-07-21T15:21:59Z
55.738962000,13.221495000,63.4,2016-07-21T15:22:03Z
55.738870000,13.221565000,63.4,2016-07-21T15:22:07Z
55.738800000,13.221642000,63.4,2016-07-21T15:22:11Z
55.738730000,13.221739000,63.4,2016-07-21T15:22:16Z
55.738659000,13.221814000,63.3,2016-07-21T15:22:21Z
55.738574000,13.221900000,63.2,2016-07-21T15:22:27Z
55.738508000,13.221988000,63.1,2016-07-21T15:22:35Z
55.738439000,13.222082000,63.0,2016-07-21T15:22:43Z
55.738377000,13.222181000,63.0,2016-07-21T15:22:52Z
55.738300000,13.222251000,63.2,2016-07-21T15:23:00Z
55.738215000,13.222306000,63.4,2016-07-21T15:23:05Z
55.738145000,13.222386000,63.5,2016-07-21T15:23:08Z
55.738050000,13.222484000,63.7,2016-07-21T15:23:12Z
55.737979000,13.222558000,63.9,2016-07-21T15:23:15Z
55.737899000,13.222642000,64.1,2016-07-21T15:23:19Z
55.737822000,13.222694000,64.3,2016-07-21T15:23:24Z
55.737747000,13.222759000,64.5,2016-07-21T15:23:31Z
55.737674000,13.222840000,64.6,2016-07-21T15:23:38Z
55.737603000,13.222923000,64.8,2016-07-21T15:23:44Z
55.737537000,13.223016000,65.0,2016-07-21T15:23:50Z
55.737456000,13.223080000,65.2,2016-07-21T15:23:58Z
55.737383000,13.223168000,65.4,2016-07-21T15:24:03Z
55.737308000,13.223235000,65.5,2016-07-21T15:24:08Z
55.737228000,13.223325000,65.7,2016-07-21T15:24:13Z
55.737145000,13.223423000,65.9,2016-07-21T15:24:16Z
55.737055000,13.223512000,66.3,2016-07-21T15:24:20Z
55.736971000,13.223611000,66.6,2016-07-21T15:24:24Z
55.736892000,13.223701000,67.0,2016-07-21T15:24:27Z
55.736819000,13.223768000,67.4,2016-07-21T15:24:30Z
55.736728000,13.223868000,67.7,2016-07-21T15:24:34Z
55.736637000,13.223983000,68.3,2016-07-21T15:24:38Z
55.736553000,13.224097000,68.6,2016-07-21T15:24:42Z
55.736481000,13.224166000,69.0,2016-07-21T15:24:46Z
55.736402000,13.224257000,69.4,2016-07-21T15:24:50Z
55.736313000,13.224328000,69.8,2016-07-21T15:24:54Z
55.736230000,13.224408000,70.3,2016-07-21T15:24:58Z
55.736164000,13.224501000,70.5,2016-07-21T15:25:04Z
55.736087000,13.224599000,70.8,2016-07-21T15:25:11Z
55.736018000,13.224689000,71.1,2016-07-21T15:25:17Z
55.735945000,13.224750000,71.4,2016-07-21T15:25:24Z
55.735867000,13.224824000,71.7,2016-07-21T15:25:31Z
55.735788000,13.224905000,71.9,2016-07-21T15:25:38Z
55.735712000,13.224997000,72.1,2016-07-21T15:25:44Z
55.735635000,13.225065000,72.3,2016-07-21T15:25:50Z
55.735569000,13.225153000,72.5,2016-07-21T15:25:54Z
55.735454000,13.225240000,72.5,2016-07-21T15:25:59Z
55.735378000,13.225331000,72.6,2016-07-21T15:26:03Z
55.735296000,13.225387000,72.7,2016-07-21T15:26:07Z
55.735212000,13.225434000,72.8,2016-07-21T15:26:12Z
55.735139000,13.225497000,72.9,2016-07-21T15:26:17Z
55.735054000,13.225606000,73.0,2016-07-21T15:26:21Z
55.734976000,13.225667000,73.0,2016-07-21T15:26:24Z
55.734905000,13.225747000,73.0,2016-07-21T15:26:27Z
55.734810000,13.225821000,73.0,2016-07-21T15:26:31Z
55.734733000,13.225932000,73.0,2016-07-21T15:26:35Z
55.734657000,13.225998000,73.2,2016-07-21T15:26:39Z
55.734580000,13.226079000,73.4,2016-07-21T15:26:44Z
55.734522000,13.226189000,73.5,2016-07-21T15:26:53Z
55.734448000,13.226255000,73.7,2016-07-21T15:26:59Z
55.734358000,13.226328000,73.9,2016-07-21T15:27:06Z
55.734271000,13.226397000,74.1,2016-07-21T15:27:11Z
55.734185000,13.226474000,74.4,2016-07-21T15:27:17Z
55.734108000,13.226558000,74.6,2016-07-21T15:27:23Z
55.734033000,13.226633000,74.9,2016-07-21T15:27:28Z
55.733953000,13.226718000,75.2,2016-07-21T15:27:34Z
55.733881000,13.226808000,75.5,2016-07-21T15:27:40Z
55.733803000,13.226891000,75.7,2016-07-21T15:27:46Z
55.733720000,13.226993000,75.9,2016-07-21T15:27:52Z
55.733637000,13.227062000,76.1,2016-07-21T15:27:58Z
55.733564000,13.227140000,76.3,2016-07-21T15:28:04Z
55.733493000,13.227218000,76.5,2016-07-21T15:28:08Z
55.733395000,13.227310000,76.6,2016-07-21T15:28:15Z
55.733315000,13.227382000,76.7,2016-07-21T15:28:21Z
55.733247000,13.227488000,76.9,2016-07-21T15:28:27Z
55.733173000,13.227587000,77.1,2016-07-21T15:28:32Z
55.733097000,13.227664000,77.4,2016-07-21T15:28:37Z
55.733020000,13.227750000,77.5,2016-07-21T15:28:43Z
55.732940000,13.227833000,77.7,2016-07-21T15:28:50Z
55.732864000,13.227908000,77.9,2016-07-21T15:28:56Z
55.732789000,13.227980000,78.1,2016-07-21T15:29:02Z
55.732718000,13.228065000,78.3,2016-07-21T15:29:08Z
55.732649000,13.228151000,78.5,2016-07-21T15:29:14Z
55.732566000,13.228225000,78.6,2016-07-21T15:29:20Z
55.732489000,13.228301000,78.8,2016-07-21T15:29:26Z
55.732420000,13.228379000,78.9,2016-07-21T15:29:31Z
55.732345000,13.228461000,79.0,2016-07-21T15:29:37Z
55.732279000,13.228554000,79.0,2016-07-21T15:29:42Z
55.732196000,13.228622000,79.0,2016-07-21T15:29:47Z
55.732118000,13.228694000,79.0,2016-07-21T15:29:51Z
55.732041000,13.228792000,79.0,2016-07-21T15:29:57Z
55.731950000,13.228842000,79.0,2016-07-21T15:30:02Z
55.731865000,13.228887000,79.0,2016-07-21T15:30:08Z
55.731786000,13.228954000,79.0,2016-07-21T15:30:16Z
55.731714000,13.229025000,79.0,2016-07-21T15:30:27Z
55.731611000,13.229098000,79.0,2016-07-21T15:30:32Z
55.731512000,13.229139000,79.0,2016-07-21T15:30:35Z
55.731403000,13.229214000,79.0,2016-07-21T15:30:38Z
55.731309000,13.229276000,79.0,2016-07-21T15:30:41Z
55.731221000,13.229317000,79.0,2016-07-21T15:30:44Z
55.731137000,13.229342000,79.0,2016-07-21T15:30:47Z
55.731037000,13.229387000,79.0,2016-07-21T15:30:50Z
55.730937000,13.229428000,79.0,2016-07-21T15:30:53Z
55.730848000,13.229454000,79.0,2016-07-21T15:30:56Z
55.730760000,13.229486000,79.0,2016-07-21T15:30:59Z
55.730673000,13.229529000,79.0,2016-07-21T15:31:02Z
55.730582000,13.229563000,79.0,2016-07-21T15:31:05Z
55.730498000,13.229582000,79.0,2016-07-21T15:31:08Z
55.730405000,13.229591000,79.0,2016-07-21T15:31:11Z
55.730295000,13.229583000,79.0,2016-07-21T15:31:15Z
55.730195000,13.229585000,79.0,2016-07-21T15:31:19Z
55.730105000,13.229544000,78.8,2016-07-21T15:31:22Z
55.730008000,13.229509000,78.6,2016-07-21T15:31:26Z
55.729915000,13.229456000,78.5,2016-07-21T15:31:30Z
55.729812000,13.229411000,78.3,2016-07-21T15:31:34Z
55.729714000,13.229343000,78.1,2016-07-21T15:31:38Z
55.729634000,13.229291000,77.9,2016-07-21T15:31:41Z
55.729548000,13.229238000,77.7,2016-07-21T15:31:44Z
55.729455000,13.229195000,77.5,2016-07-21T15:31:48Z
55.729373000,13.229134000,77.2,2016-07-21T15:31:51Z
55.729278000,13.229092000,76.9,2016-07-21T15:31:55Z
55.729200000,13.229042000,76.6,2016-07-21T15:31:58Z
55.729121000,13.228928000,76.5,2016-07-21T15:32:02Z
55.729079000,13.228799000,76.5,2016-07-21T15:32:05Z
55.728997000,13.228677000,76.3,2016-07-21T15:32:09Z
55.728950000,13.228559000,76.1,2016-07-21T15:32:12Z
55.728990000,13.228400000,75.9,2016-07-21T15:32:16Z
55.729009000,13.228222000,75.7,2016-07-21T15:32:20Z
55.729061000,13.228079000,75.5,2016-07-21T15:32:24Z
55.729125000,13.227958000,75.5,2016-07-21T15:32:28Z
55.729176000,13.227778000,75.4,2016-07-21T15:32:32Z
55.729237000,13.227626000,75.3,2016-07-21T15:32:36Z
55.729279000,13.227491000,75.2,2016-07-21T15:32:39Z
55.729323000,13.227347000,75.1,2016-07-21T15:32:42Z
55.729363000,13.227223000,75.0,2016-07-21T15:32:45Z
55.729392000,13.227061000,75.0,2016-07-21T15:32:49Z
55.729418000,13.226888000,75.0,2016-07-21T15:32:52Z
55.729398000,13.226720000,75.0,2016-07-21T15:32:56Z
55.729373000,13.226563000,75.0,2016-07-21T15:32:59Z
55.729311000,13.226416000,75.0,2016-07-21T15:33:02Z
55.729237000,13.226355000,75.0,2016-07-21T15:33:08Z
55.729157000,13.226319000,74.9,2016-07-21T15:33:14Z
55.729072000,13.226283000,74.8,2016-07-21T15:33:21Z
55.728989000,13.226238000,74.7,2016-07-21T15:33:27Z
55.728915000,13.226171000,74.6,2016-07-21T15:33:33Z
55.728836000,13.226084000,74.5,2016-07-21T15:33:39Z
55.728756000,13.226005000,74.5,2016-07-21T15:33:59Z
55.728683000,13.225942000,74.4,2016-07-21T15:34:03Z
55.728602000,13.225897000,74.3,2016-07-21T15:34:07Z
55.728521000,13.225879000,74.2,2016-07-21T15:34:11Z
55.728427000,13.225905000,74.1,2016-07-21T15:34:16Z
55.728367000,13.225778000,74.0,2016-07-21T15:34:26Z
55.728363000,13.225604000,74.0,2016-07-21T15:34:29Z
55.728346000,13.225424000,74.0,2016-07-21T15:34:34Z
55.728295000,13.225279000,74.1,2016-07-21T15:34:38Z
55.728226000,13.225168000,74.2,2016-07-21T15:34:41Z
55.728135000,13.225103000,74.3,2016-07-21T15:34:45Z
55.728051000,13.225014000,74.4,2016-07-21T15:34:48Z
55.727980000,13.224915000,74.5,2016-07-21T15:34:51Z
55.727893000,13.224822000,74.5,2016-07-21T15:34:55Z
55.727798000,13.224841000,74.6,2016-07-21T15:35:01Z
55.727715000,13.224905000,74.7,2016-07-21T15:35:06Z
55.727650000,13.224993000,74.8,2016-07-21T15:35:27Z
55.727566000,13.225098000,74.9,2016-07-21T15:35:32Z
55.727476000,13.225137000,75.4,2016-07-21T15:35:41Z
55.727396000,13.225249000,75.7,2016-07-21T15:35:45Z
55.727335000,13.225357000,76.1,2016-07-21T15:35:48Z
55.727234000,13.225447000,76.5,2016-07-21T15:35:51Z
55.727151000,13.225496000,76.8,2016-07-21T15:36:02Z
55.727103000,13.225637000,77.1,2016-07-21T15:36:29Z
55.727069000,13.225816000,77.4,2016-07-21T15:36:34Z
55.727005000,13.225948000,77.6,2016-07-21T15:36:38Z
55.726983000,13.226093000,77.9,2016-07-21T15:36:55Z
55.726930000,13.226211000,78.2,2016-07-21T15:37:09Z
55.726874000,13.226358000,78.5,2016-07-21T15:37:13Z
55.726825000,13.226475000,78.4,2016-07-21T15:37:18Z
55.726747000,13.226581000,78.3,2016-07-21T15:37:34Z
55.726649000,13.226559000,78.5,2016-07-21T15:37:41Z
55.726566000,13.226572000,78.8,2016-07-21T15:37:46Z
55.726484000,13.226534000,79.1,2016-07-21T15:37:50Z
55.726388000,13.226465000,79.5,2016-07-21T15:37:54Z
55.726314000,13.226404000,79.8,2016-07-21T15:37:59Z
55.726229000,13.226344000,80.2,2016-07-21T15:38:18Z
55.726121000,13.226301000,80.5,2016-07-21T15:38:22Z
55.726029000,13.226266000,80.9,2016-07-21T15:38:25Z
55.725925000,13.226224000,81.3,2016-07-21T15:38:28Z
55.725839000,13.226165000,81.6,2016-07-21T15:38:31Z
55.725746000,13.226082000,82.0,2016-07-21T15:38:34Z
55.725644000,13.225987000,82.0,2016-07-21T15:38:38Z
55.725576000,13.225873000,82.0,2016-07-21T15:38:41Z
55.725552000,13.225705000,82.0,2016-07-21T15:38:44Z
55.725549000,13.225517000,82.0,2016-07-21T15:38:47Z
55.725579000,13.225365000,82.0,2016-07-21T15:38:50Z
55.725631000,13.225243000,82.0,2016-07-21T15:38:53Z
55.725698000,13.225125000,82.0,2016-07-21T15:38:56Z
55.725765000,13.225029000,82.0,2016-07-21T15:39:01Z
55.725829000,13.224937000,81.8,2016-07-21T15:39:21Z
55.725762000,13.224850000,81.6,2016-07-21T15:39:29Z
55.725679000,13.224891000,81.5,2016-07-21T15:39:33Z
55.725584000,13.224866000,81.3,2016-07-21T15:39:37Z
55.725502000,13.224879000,81.0,2016-07-21T15:39:40Z
55.725401000,13.224887000,80.7,2016-07-21T15:39:43Z
55.725306000,13.224891000,80.5,2016-07-21T15:39:46Z
55.725189000,13.224818000,80.2,2016-07-21T15:39:49Z
55.725112000,13.224713000,79.9,2016-07-21T15:39:52Z
55.725084000,13.224567000,79.6,2016-07-21T15:39:58Z
55.725057000,13.224410000,79.4,2016-07-21T15:40:04Z
55.725062000,13.224259000,79.3,2016-07-21T15:40:10Z
55.725037000,13.224122000,79.1,2016-07-21T15:40:16Z
55.724949000,13.224072000,78.9,2016-07-21T15:40:22Z
55.724864000,13.224045000,78.7,2016-07-21T15:40:29Z
55.724775000,13.224033000,78.6,2016-07-21T15:40:35Z
55.724688000,13.223982000,78.5,2016-07-21T15:40:40Z
55.724606000,13.223949000,78.5,2016-07-21T15:40:45Z
55.724522000,13.223897000,78.4,2016-07-21T15:40:49Z
55.724438000,13.223897000,78.3,2016-07-21T15:40:54Z
55.724355000,13.223858000,78.2,2016-07-21T15:41:00Z
55.724271000,13.223813000,78.1,2016-07-21T15:41:07Z
55.724287000,13.223646000,78.0,2016-07-21T15:41:14Z
55.724265000,13.223503000,78.0,2016-07-21T15:41:22Z
55.724177000,13.223462000,78.0,2016-07-21T15:41:28Z
55.724077000,13.223444000,78.0,2016-07-21T15:41:33Z
55.723984000,13.223445000,78.0,2016-07-21T15:41:38Z
55.723893000,13.223460000,78.0,2016-07-21T15:41:44Z
55.723802000,13.223430000,78.0,2016-07-21T15:41:50Z
55.723713000,13.223375000,78.0,2016-07-21T15:41:55Z
55.723611000,13.223358000,78.0,2016-07-21T15:42:01Z
55.723529000,13.223328000,78.0,2016-07-21T15:42:06Z
55.723441000,13.223336000,78.0,2016-07-21T15:42:14Z
55.723362000,13.223293000,77.9,2016-07-21T15:42:20Z
55.723272000,13.223248000,77.8,2016-07-21T15:42:25Z
55.723176000,13.223217000,77.7,2016-07-21T15:42:32Z
55.723110000,13.223107000,77.6,2016-07-21T15:42:38Z
55.723120000,13.222952000,77.5,2016-07-21T15:42:41Z
55.723143000,13.222806000,77.5,2016-07-21T15:42:44Z
55.723170000,13.222613000,77.4,2016-07-21T15:42:48Z
55.723163000,13.222453000,77.3,2016-07-21T15:42:51Z
55.723143000,13.222286000,77.2,2016-07-21T15:42:54Z
55.723137000,13.222112000,77.0,2016-07-21T15:42:57Z
55.723141000,13.221955000,76.8,2016-07-21T15:43:00Z
55.723139000,13.221766000,76.7,2016-07-21T15:43:03Z
55.723121000,13.221593000,76.6,2016-07-21T15:43:06Z
55.723121000,13.221385000,76.5,2016-07-21T15:43:10Z
55.723131000,13.221220000,76.5,2016-07-21T15:43:13Z
55.723113000,13.221068000,76.3,2016-07-21T15:43:16Z
55.723115000,13.220894000,76.1,2016-07-21T15:43:19Z
55.723117000,13.220735000,75.9,2016-07-21T15:43:24Z
55.723032000,13.220635000,75.7,2016-07-21T15:43:30Z
55.722956000,13.220585000,75.5,2016-07-21T15:43:38Z
55.722854000,13.220565000,75.5,2016-07-21T15:43:45Z
55.722776000,13.220518000,75.4,2016-07-21T15:43:51Z
55.722683000,13.220505000,75.3,2016-07-21T15:43:57Z
55.722597000,13.220521000,75.2,2016-07-21T15:44:04Z
55.722500000,13.220506000,75.1,2016-07-21T15:44:15Z
55.722442000,13.220406000,75.0,2016-07-21T15:44:24Z
55.722419000,13.220258000,75.0,2016-07-21T15:44:31Z
55.722419000,13.220097000,75.0,2016-07-21T15:44:38Z
55.722408000,13.219946000,75.0,2016-07-21T15:44:43Z
55.722412000,13.219802000,75.0,2016-07-21T15:44:48Z
55.722391000,13.219633000,75.0,2016-07-21T15:44:54Z
55.722390000,13.219473000,75.0,2016-07-21T15:45:00Z
55.722385000,13.219312000,75.0,2016-07-21T15:45:05Z
55.722389000,13.219141000,75.0,2016-07-21T15:45:08Z
55.722372000,13.218927000,75.0,2016-07-21T15:45:12Z
55.722324000,13.218801000,74.9,2016-07-21T15:45:14Z
55.722292000,13.218663000,74.8,2016-07-21T15:45:17Z
55.722308000,13.218493000,74.7,2016-07-21T15:45:21Z
55.722326000,13.218244000,74.6,2016-07-21T15:45:27Z
55.722342000,13.218074000,74.5,2016-07-21T15:45:32Z
55.722308000,13.217940000,74.5,2016-07-21T15:45:35Z
55.722329000,13.217765000,74.4,2016-07-21T15:45:39Z
55.722353000,13.217605000,74.3,2016-07-21T15:45:43Z
55.722324000,13.217434000,74.2,2016-07-21T15:45:48Z
55.722337000,13.217274000,74.1,2016-07-21T15:45:55Z
55.722261000,13.217173000,74.0,2016-07-21T15:46:01Z
55.722185000,13.217111000,74.0,2016-07-21T15:46:10Z
